,Año,Mes,Sede,Producto,Peso.Kg.,Tipo.de.Envase,Pais.Origen
2905,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"TOMATE, polvo",20000,CAJAS DE CARTON,ESPAÑA
2906,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"MAIZ, semilla",3.493,SOBRES,FRANCIA
2907,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",83900,GRANEL,BOLIVIA
2908,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28200,GRANEL,BOLIVIA
2909,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"TRIGO, grano",2195450,GRANEL,CANADA
2910,2026,2,PUESTO DE CONTROL- CEBAF,"ROSA, flores frescas cortadas",4077,CAJA(S),ECUADOR
2911,2026,2,PUESTO DE CONTROL- CEBAF,"CLAVEL, flores frescas cortadas",200,CAJA(S),ECUADOR
2912,2026,2,PUESTO DE CONTROL- CEBAF,"CRISANTEMO, los demas flores frescas cortadas",150,CAJA(S),ECUADOR
2913,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"ESPARRAGO, semilla",70,SACHETS,EEUU
2914,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AJONJOLI, grano",28000,SACO(S),INDIA
2915,2026,2,"AGUAS VERDES, TUMBES","ROSA, flores frescas cortadas",5600,CAJA(S),ECUADOR
2916,2026,2,"AGUAS VERDES, TUMBES","CLAVEL, flores frescas cortadas",1600,CAJA(S),ECUADOR
2917,2026,2,"AGUAS VERDES, TUMBES","LILIUM (=AZUCENA), flores frescas cortadas",450,CAJA(S),ECUADOR
2918,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ACHIOTE, grano",22000,SACO(S),COSTA DE MARFIL
2919,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"COCO, fibra (para sustrato)",78020,PALETAS,INDIA
2920,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PAPA, fécula",120000,BOLSAS,ALEMANIA
2921,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARROZ, parbolizado pulido o sin cáscara",132500,SACO(S),BRASIL
2922,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"LAS DEMAS PLANTAS, partes de plantas, semillas y frutos de especies utilizadas principalmente en perfumeria,medicina insecticidas o similares con algún proceso del a CRF 2",48,CAJA(S),CANADA
2923,2026,2,"IÑAPARI, MADRE DE DIOS","NUEZ DEL BRASIL, con cáscara seca al natural",27900,SACO(S),BRASIL
2924,2026,2,PUESTO DE CONTROL- CEBAF,"PAJA MACORA, paja seca al natural",1280,FARDOS,ECUADOR
2925,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruta fresca",18522,CAJA(S),EEUU
2926,2026,2,"IÑAPARI, MADRE DE DIOS","MAIZ AMARILLO DURO, grano",62000,SACO(S),BRASIL
2927,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AJO, polvo",1800,CAJA(S),CHINA
2928,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),88500,SACO(S),BOLIVIA
2929,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),168000,SACO(S),BOLIVIA
2930,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),84000,SACO(S),BOLIVIA
2931,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),84000,SACO(S),BOLIVIA
2932,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),145000,SACO(S),BOLIVIA
2933,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),145000,SACO(S),BOLIVIA
2934,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),58500,SACO(S),BOLIVIA
2935,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),87500,SACO(S),BOLIVIA
2936,2026,2,"IÑAPARI, MADRE DE DIOS","MAIZ AMARILLO DURO, grano",31000,SACO(S),BRASIL
2937,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),84000,SACO(S),BOLIVIA
2938,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),112000,SACO(S),BOLIVIA
2939,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),84000,SACO(S),BOLIVIA
2940,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),145000,SACO(S),BOLIVIA
2941,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),145000,SACO(S),BOLIVIA
2942,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"HOLANTAO, semilla",31730.87,SACO(S),EEUU
2943,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PIMIENTA, grano",27000,SACO(S),BRASIL
2944,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PIMIENTA, grano",27000,SACO(S),BRASIL
2945,2026,2,"IÑAPARI, MADRE DE DIOS","MAIZ AMARILLO DURO, grano",31000,SACO(S),BRASIL
2946,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",22000,CAJA(S),ECUADOR
2947,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",26000,CAJA(S),ECUADOR
2948,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",11040,CAJA(S),ECUADOR
2949,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PIMIENTO, semilla",19.559,SACHETS,HOLANDA
2950,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"Madera flotante para acuarios, de especies dinstitos a tropicales, con algún proceso de la CRF2",537.2,CAJA(S),CHINA
2951,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"BAMBU, artículos de cestería obtenidos directamente en su forma con materia trenzable con algún proceso de la CRF 2",90,CAJA(S),CHINA
2952,2026,2,"PUERTO DE MATARANI , AREQUIPA","MAIZ AMARILLO DURO, grano",6001350,GRANEL,ARGENTINA
2953,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",114000,SACO(S),BOLIVIA
2954,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",114500,SACO(S),BOLIVIA
2955,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"ZANAHORIA, semilla",500,BOLSAS,JAPON
2956,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AZUCAR CRUDA, sólido",125000,SACO(S),COLOMBIA
2957,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARTEMISA, hoja seca con algún proceso de la CRF 2",3.319,CAJA(S),CHINA
2958,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ALGODON, fibra sin cardar ni peinar (>22.22 mm = o <28.57 mm)",39590,FARDOS,EEUU
2959,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"ALCACHOFA, semilla",190,BOLSAS,ITALIA
2960,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MAIZ, harina",150000,PAQUETES,COLOMBIA
2961,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANI, grano sin cáscara",25000,BIG BAG,ARGENTINA
2962,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"Articulos de cesteria (canastos, cestos u otros), con algun proceso de la CRF2",3370.5,PAQUETES,CHINA
2963,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARROZ, grano pilado",175000,SACO(S),URUGUAY
2964,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARROZ, grano pilado",3.00E+05,SACO(S),URUGUAY
2965,2026,2,"IÑAPARI, MADRE DE DIOS","MAIZ AMARILLO DURO, grano",62000,SACO(S),BRASIL
2966,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"GIRASOL, torta",26190,GRANEL,BOLIVIA
2967,2026,2,"PUERTO DE PAITA , PIURA","ARVEJA, grano partido",91625,SACO(S),EEUU
2968,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, grano",58000,SACO(S),BOLIVIA
2969,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",145000,SACO(S),BOLIVIA
2970,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"GIRASOL, torta",24970,GRANEL,BOLIVIA
2971,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, postes de madera con algun proceso de la CRF 2",67050,PAQUETES,CHILE
2972,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"CEBOLLA, semilla",150,SACHETS,JAPON
2973,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"ESPINACA, semilla",220,SACHETS,JAPON
2974,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ALGODON, fibra sin cardar ni peinar (>28.57 mm = o <34.92 mm)",337376,FARDOS,EEUU
2975,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PERA, fruta fresca",23814,CAJA(S),ARGENTINA
2976,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),58000,SACO(S),BOLIVIA
2977,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PERA, fruta fresca",22680,CAJA(S),ARGENTINA
2978,2026,2,"SANTA ROSA, TACNA","LIMON TAHITI (Lima tahiti), fruto fresco",25344,CAJA(S),CHILE
2979,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MAIZ REVENTON, grano",26082,SACO(S),EEUU
2980,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CANELA, corteza entera seca al natural",16000,CAJA(S),SRI LANKA
2981,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",174000,SACO(S),BOLIVIA
2982,2026,2,"PUERTO DE MATARANI , AREQUIPA","MAIZ AMARILLO DURO, grano",8005400,GRANEL,ARGENTINA
2983,2026,2,"PUERTO DE MATARANI , AREQUIPA","SOYA, torta",4.00E+06,GRANEL,ARGENTINA
2984,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",22000,CAJA(S),ECUADOR
2985,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",15000,CAJA(S),ECUADOR
2986,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,TE VERDE,25,CAJAS DE CARTON,CHINA
2987,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"BARRILES, CUBAS, TINAS y demas manufacturas de toneleria y sus partes de madera, incluidas las duelas con algún proceso de la  CRF2",61,UNIDADES,CHILE
2988,2026,2,"AGUAS VERDES, TUMBES","PITAHAYA, fruto fresco",13000,CAJA(S),ECUADOR
2989,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",14560,CAJA(S),ECUADOR
2990,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",156000,SACO(S),BOLIVIA
2991,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CANELA, corteza entera seca al natural",14120,CAJA(S),SRI LANKA
2992,2026,2,"SANTA ROSA, TACNA","LIMON TAHITI (Lima tahiti), fruto fresco",25200,CAJA(S),CHILE
2993,2026,2,"IÑAPARI, MADRE DE DIOS","ALIMENTO PARA ANIMALES, mezcla de granos molidos o pulverizados, sin ningún aditivo",31850,BIG BAG,BRASIL
2994,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",13000,CAJA(S),ECUADOR
2995,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, madera aserrada con algún proceso de la CRF2",119490.05,PAQUETES,CHILE
2996,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PERA, fruta fresca",22680,CAJA(S),ARGENTINA
2997,2026,2,"SANTA ROSA, TACNA","NECTARINA, fruto fresco",12544,CAJA(S),CHILE
2998,2026,2,"SANTA ROSA, TACNA","DURAZNO, fruto fresco",8960,CAJA(S),CHILE
2999,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"TOMATE, semilla",0.0063,SACHETS,EEUU
3000,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"COLIFLOR, semilla",0.267,SACHETS,FRANCIA
3001,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"BROCOLI, semilla",0.222,SACHETS,FRANCIA
3002,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PIMIENTO, semilla",0.015,SACHETS,FRANCIA
3003,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PIMIENTO, semilla",0.053,SACHETS,FRANCIA
3004,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"ZAPALLITO ITALIANO (CALABACIN), semilla",0.16,SACHETS,FRANCIA
3005,2026,2,"IÑAPARI, MADRE DE DIOS","MAIZ AMARILLO DURO, grano",38000,GRANEL,BRASIL
3006,2026,2,"IÑAPARI, MADRE DE DIOS","MAIZ AMARILLO DURO, grano",48000,GRANEL,BRASIL
3007,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",29000,SACO(S),BOLIVIA
3008,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",20960,CAJA(S),ECUADOR
3009,2026,2,"SANTA ROSA, TACNA","NECTARINA, fruto fresco",23184,CAJA(S),CHILE
3010,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"COCO, fibra (para sustrato)",78520,PALETAS,SRI LANKA
3011,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, grano",87000,GRANEL,BOLIVIA
3012,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, grano",60000,SACO(S),BOLIVIA
3013,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",87000,SACO(S),BOLIVIA
3014,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, grano",87000,GRANEL,BOLIVIA
3015,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, grano",28000,SACO(S),BOLIVIA
3016,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"MEZCLA DE ESPECIAS, molida",150,PALETAS,ESPAÑA
3017,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"FLOR DE JAMAICA, seca natural",12000,SACO(S),NIGERIA
