,Año,Mes,Sede,Producto,Peso.Kg.,Tipo.de.Envase,Pais.Origen
4798,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, harina",115500,SACO(S),BOLIVIA
4799,2026,2,PUESTO DE CONTROL- CEBAF,"TARA, vaina seca al natural",56797.37,SACO(S),ECUADOR
4800,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MAIZ REVENTON, grano",52120,SACO(S),EEUU
4801,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANI, grano sin cáscara",24880,SACO(S),BRASIL
4802,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"QUINUA, grano",22000,BOLSAS,ITALIA
4803,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MADERA, monturas y mangos de herramientas, monturas y mangos de cepillos, brochas o escobas, de madera; hormas, ensanchadores y tensores del calzado, de madera ; con algún proceso de la CRF 2",26887,SACO(S),CHINA
4804,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",13000,CAJA(S),ECUADOR
4805,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",31980,CAJA(S),ECUADOR
4806,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"MANI, grano sin cáscara",84000,SACO(S),BOLIVIA
4807,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",10840,CAJA(S),ECUADOR
4808,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",13000,CAJA(S),ECUADOR
4809,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",9040,CAJA(S),ECUADOR
4810,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",11800,CAJA(S),ECUADOR
4811,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MAIZ, semilla",22814.2,BOLSAS,BOLIVIA
4812,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",22000,CAJA(S),ECUADOR
4813,2026,2,"PUERTO DE PAITA , PIURA","COCO, fibra (para sustrato)",170340,PALETAS,SRI LANKA
4814,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"BOLDO, hoja seca al natural",6000,BOLSAS,CHILE
4815,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",29000,SACO(S),BOLIVIA
4816,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",87000,SACO(S),BOLIVIA
4817,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",57050,SACO(S),BOLIVIA
4818,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"BETARRAGA, semilla",1050.7,BOLSAS,HOLANDA
4819,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"ESPINACA, semilla",5,BOLSAS,HOLANDA
4820,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"ZAPALLITO ITALIANO (CALABACIN), semilla",8.86797,SACHETS,HOLANDA
4821,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MADERA, monturas y mangos de herramientas, monturas y mangos de cepillos, brochas o escobas, de madera; hormas, ensanchadores y tensores del calzado, de madera ; con algún proceso de la CRF 2",28146,UNIDADES,HONG KONG
4822,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",58000,SACO(S),BOLIVIA
4823,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",84000,SACO(S),BOLIVIA
4824,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ALFALFA, pellets",53510,BOLSAS,ARGENTINA
4825,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"NUEZ, sin cáscara seca al natural",10000,CAJA(S),CHILE
4826,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, postes de madera con algun proceso de la CRF 2",86956.91,UNIDADES,EEUU
4827,2026,2,"SANTA ROSA, TACNA","CIRUELA, fruto fresco",23040,CAJA(S),CHILE
4828,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",82000,SACO(S),BOLIVIA
4829,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",87000,SACO(S),BOLIVIA
4830,2026,2,"SANTA ROSA, TACNA","KIWI, fruto fresco",22464,CAJA(S),CHILE
4831,2026,2,"SANTA ROSA, TACNA","NECTARINA, fruto fresco",11520,CAJA(S),CHILE
4832,2026,2,"SANTA ROSA, TACNA","MANZANA, fruto fresco",22589,CAJA(S),CHILE
4833,2026,2,"SANTA ROSA, TACNA","CIRUELA, fruto fresco",11520,CAJA(S),CHILE
4834,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),140000,SACO(S),BOLIVIA
4835,2026,2,"SANTA ROSA, TACNA","MANZANA, fruto fresco",23520,CAJA(S),CHILE
4836,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4837,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4838,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",12000,GRANEL,BOLIVIA
4839,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",16000,GRANEL,BOLIVIA
4840,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4841,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4842,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CANELA, corteza entera seca al natural",15000,CAJA(S),SRI LANKA
4843,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",87000,SACO(S),BOLIVIA
4844,2026,2,"SANTA ROSA, TACNA","MANZANA, fruto fresco",22687,CAJA(S),CHILE
4845,2026,2,"SANTA ROSA, TACNA","MANZANA, fruto fresco",22620,CAJA(S),CHILE
4846,2026,2,"SANTA ROSA, TACNA","CIRUELA, fruto fresco",20736,CAJA(S),CHILE
4847,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),3.00E+05,SACO(S),COLOMBIA
4848,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CAUCHO, hojas ahumadas",20000,UNIDADES,VIETNAM
4849,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MAIZ REVENTON, grano",52010,SACO(S),EEUU
4850,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"NABO, semilla",75,LATAS,ITALIA
4851,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"LECHUGA, semilla",50,LATAS,ITALIA
4852,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"BETARRAGA, semilla",50,SOBRES,ITALIA
4853,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"RABANITO, semilla",100,LATAS,ITALIA
4854,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ESPINACA, semilla",200,LATAS,ITALIA
4855,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARROZ, parbolizado pulido o sin cáscara",53000,SACO(S),BRASIL
4856,2026,2,"SANTA ROSA, TACNA","CIRUELA, fruto fresco",9240,CAJA(S),CHILE
4857,2026,2,"SANTA ROSA, TACNA","PERA, fruta fresca",3276,CAJA(S),CHILE
4858,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",57040,GRANEL,BOLIVIA
4859,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",84000,GRANEL,BOLIVIA
4860,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4861,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4862,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4863,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",55370,GRANEL,BOLIVIA
4864,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",13000,CAJA(S),ECUADOR
4865,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MAIZ, harina",150000,PAQUETES,COLOMBIA
4866,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MAIZ, harina",150000,PAQUETES,COLOMBIA
4867,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PERA, fruta fresca",23040,CAJA(S),CHILE
4868,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"ESPARRAGO, semilla",21,LATAS,EEUU
4869,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",26630,GRANEL,BOLIVIA
4870,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, madera aserrada con algún proceso de la CRF2",189676,PAQUETES,CHILE
4871,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, madera aserrada con algún proceso de la CRF2",182297,PAQUETES,CHILE
4872,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, madera aserrada con algún proceso de la CRF2",105000,PAQUETES,CHILE
4873,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARROZ, parbolizado pulido o sin cáscara",132500,SACO(S),BRASIL
4874,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"TRIGO, gluten",112000,SACO(S),CHINA
4875,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruta fresca",123480,CAJA(S),EEUU
4876,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PIMIENTA, molida",1362,CAJA(S),CHINA
4877,2026,2,"SANTA ROSA, TACNA","AJONJOLI, grano",81000,BOLSAS,ARGENTINA
4878,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MADERA, monturas y mangos de herramientas, monturas y mangos de cepillos, brochas o escobas, de madera; hormas, ensanchadores y tensores del calzado, de madera ; con algún proceso de la CRF 2",28125,UNIDADES,CHINA
4879,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PLATANO Y/O BANANO, planta in vitro",42.8,CAJA(S),HONDURAS
4880,2026,2,"SANTA ROSA, TACNA","FREJOL ADZUKI, grano",27000,SACO(S),ARGENTINA
4881,2026,2,"IÑAPARI, MADRE DE DIOS","NUEZ DEL BRASIL, con cáscara seca al natural",28985,SACO(S),BRASIL
4882,2026,2,"IÑAPARI, MADRE DE DIOS","NUEZ DEL BRASIL, con cáscara seca al natural",28785,SACO(S),BRASIL
4883,2026,2,"SANTA ROSA, TACNA","KIWI, fruto fresco",22464,CAJA(S),CHILE
4884,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",203000,SACO(S),BOLIVIA
4885,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,RESIDUO DE DESTILERIA,22489.1,GRANEL,EEUU
4886,2026,2,"PUERTO DE PISCO , ICA","MAIZ AMARILLO DURO, grano",20200000,GRANEL,ARGENTINA
4887,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",29000,GRANEL,BOLIVIA
4888,2026,2,"PUERTO DE MATARANI , AREQUIPA","MAIZ AMARILLO DURO, grano",14999475,GRANEL,ARGENTINA
4889,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",27994,SACO(S),BOLIVIA
4890,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4891,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4892,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4893,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4894,2026,2,"IÑAPARI, MADRE DE DIOS","ALIMENTO PARA ANIMALES, mezcla de granos molidos o pulverizados, sin ningún aditivo",32000,SACO(S),BRASIL
4895,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruta fresca",18522,CAJA(S),EEUU
4896,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",85000,GRANEL,BOLIVIA
4897,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",55200,GRANEL,BOLIVIA
4898,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CANELA, corteza entera seca al natural",14650,CAJA(S),SRI LANKA
4899,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AVENA, grano trabajado (mondado, perlado, troceado o quebrantado)",144000,SACO(S),CHILE
4900,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, harina",116000,SACO(S),BOLIVIA
4901,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"ZANAHORIA, semilla",18,SACO(S),JAPON
4902,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MAIZ, almidon",243000,SACO(S),CHINA
4903,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"BAMBU, caña (blanqueada, teñida o secada al horno)",3982,UNIDADES,HOLANDA
4904,2026,2,"PUERTO DE PAITA , PIURA","LENTEJA, grano",52618,SACO(S),CANADA
4905,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"TOMATE, semilla",0.091,SACHETS,FRANCIA
4906,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PIMIENTO, semilla",16.942,SACHETS,FRANCIA
4907,2026,2,"PUERTO DE PAITA , PIURA","ARVEJA, grano partido",24177,SACO(S),EEUU
4908,2026,2,"PUERTO DE PAITA , PIURA","ARVEJA, grano partido",71985,SACO(S),EEUU
4909,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"COL, semilla",0.015,SACHETS,CHILE
4910,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),26000,SACO(S),BOLIVIA
4911,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),3000,SACO(S),BOLIVIA
4912,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"SANDIA, semilla",0.08453,SACHETS,HOLANDA
4913,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PIMIENTO, semilla",0.266,SACHETS,FRANCIA
4914,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"LECHUGA, semilla",0.039,SACHETS,FRANCIA
4915,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PEPINILLO, semilla",2.497,SACHETS,HOLANDA
4916,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"SANDIA, semilla",0.735,SACHETS,HOLANDA
4917,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PIMIENTO, semilla",0.182,SACHETS,FRANCIA
4918,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"TOMATE, semilla",0.001,SACHETS,HOLANDA
4919,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"ARANDANO, planta in vitro",320,FRASCO(S),MEXICO
4920,2026,2,PUESTO DE CONTROL- CEBAF,"PAJA MACORA, seca al natural",2250,FARDOS,ECUADOR
4921,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",10200,CAJA(S),ECUADOR
4922,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AZUCAR CRUDA, sólido",125000,SACO(S),GUATEMALA
4923,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CLAVO DE OLOR, entera seca al natural",10500,CAJA(S),INDONESIA
4924,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AZUCAR CRUDA, sólido",125000,SACO(S),GUATEMALA
4925,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, madera aserrada con algún proceso de la CRF2",23069,PAQUETES,CHILE
4926,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"MANI, grano sin cáscara",87000,SACO(S),BOLIVIA
4927,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"MANI, grano sin cáscara",84000,SACO(S),BOLIVIA
4928,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruto fresco",19551,CAJA(S),CHILE
4929,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruto fresco",19551,CAJA(S),CHILE
4930,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4931,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",84000,GRANEL,BOLIVIA
4932,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4933,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruta fresca",20580,CAJA(S),EEUU
4934,2026,2,"IÑAPARI, MADRE DE DIOS","NUEZ DEL BRASIL, con cáscara seca al natural",29700,SACO(S),BRASIL
4935,2026,2,PUESTO DE CONTROL- CEBAF,"Las demás coniferas, las demas maderas aserradas o desbastadas longitudinalmente, cortada o desenrollada, incluso cepillada,lijada o unida por lo extremos, de espesor superior a 6 mm, con algun tratamiento de la CRF 2",25950,PIEZAS,ECUADOR
4936,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PORO, semilla",50,SACHETS,FRANCIA
4937,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"LECHUGA, semilla",0.864,SACHETS,FRANCIA
4938,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"APIO, semilla",40,SACHETS,FRANCIA
4939,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PEREJIL, semilla",100,SACHETS,FRANCIA
4940,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruta fresca",18620,CAJA(S),EEUU
4941,2026,2,"IÑAPARI, MADRE DE DIOS","MAIZ AMARILLO DURO, grano",62000,SACO(S),BRASIL
4942,2026,2,"IÑAPARI, MADRE DE DIOS","MAIZ AMARILLO DURO, grano",62000,SACO(S),BRASIL
4943,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",54000,SACO(S),BOLIVIA
4944,2026,2,"SANTA ROSA, TACNA","CIRUELA, fruto fresco",22464,CAJA(S),CHILE
4945,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",9260,CAJA(S),ECUADOR
4946,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CENTENO, harina",1700,SACO(S),CHILE
4947,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"SOYA, harina",300,SACO(S),CHILE
4948,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ALGODON, fibra sin cardar ni peinar (>22.22 mm = o <28.57 mm)",179961,FARDOS,EEUU
4949,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"JACINTO DE AGUA, trenzados o confeccionados con algún proceso de la CRF2",273,CAJA(S),CHINA
4950,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CIRUELA, seca industrialmente",20000,CAJA(S),CHILE
4951,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PAPA, fécula",119900,SACO(S),ALEMANIA
4952,2026,2,"PUERTO DE PAITA , PIURA","LENTEJA, grano",262999,SACO(S),CANADA
4953,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, harina",116000,SACO(S),BOLIVIA
4954,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, harina",145000,SACO(S),BOLIVIA
4955,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, harina",114500,SACO(S),BOLIVIA
4956,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"NARANJA, fruto fresco",16150,CAJA(S),EEUU
4957,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"TORONJA, fruto fresco",3402,CAJA(S),EEUU
4958,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"NARANJA, fruto fresco",14400,CAJA(S),EEUU
4959,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"TORONJA, fruto fresco",2268,CAJA(S),EEUU
4960,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"LIMON, fruto fresco",2268,CAJA(S),EEUU
4961,2026,2,"PUERTO DE PAITA , PIURA","LENTEJA, grano",24993,SACO(S),CANADA
4962,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, harina",145000,SACO(S),BOLIVIA
4963,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruto fresco",39739,CAJA(S),CHILE
4964,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruta fresca",22638,CAJA(S),ARGENTINA
4965,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruta fresca",22638,CAJA(S),ARGENTINA
4966,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruto fresco",19992,CAJA(S),CHILE
4967,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",27000,GRANEL,BOLIVIA
4968,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",15000,GRANEL,BOLIVIA
4969,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",78000,GRANEL,BOLIVIA
4970,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4971,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4972,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",56000,GRANEL,BOLIVIA
4973,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4974,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",55500,GRANEL,BOLIVIA
4975,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4976,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",37000,GRANEL,BOLIVIA
4977,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28500,GRANEL,BOLIVIA
4978,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4979,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",26000,GRANEL,BOLIVIA
4980,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4981,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4982,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4983,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4984,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4985,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4986,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",140000,GRANEL,BOLIVIA
4987,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",6000,GRANEL,BOLIVIA
4988,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",22000,GRANEL,BOLIVIA
4989,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",84000,GRANEL,BOLIVIA
4990,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),26500,SACO(S),COLOMBIA
4991,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"RABANITO, semilla",8.5,SOBRES,EEUU
4992,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CANELA, corteza entera seca al natural",15000,CAJA(S),SRI LANKA
4993,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MATERIAS VEGETALES, para tallar trabajadas con algun proceso de la CRF 2",3050.818,UNIDADES,CHINA
